Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene Synonym
ENSG00000198924	10	113834725	113854383	DCLRE1A	PSO2
ENSG00000198924	10	113834725	113854383	DCLRE1A	SNM1
ENSG00000118655	1	113904619	113914086	DCLRE1B	APOLLO
ENSG00000118655	1	113904619	113914086	DCLRE1B	FLJ12810
ENSG00000118655	1	113904619	113914086	DCLRE1B	FLJ13998
ENSG00000118655	1	113904619	113914086	DCLRE1B	SNM1B
ENSG00000152457	10	14897359	14954432	DCLRE1C	A-SCID
ENSG00000152457	10	14897359	14954432	DCLRE1C	ARTEMIS
ENSG00000152457	10	14897359	14954432	DCLRE1C	FLJ11360
ENSG00000152457	10	14897359	14954432	DCLRE1C	SCIDA
ENSG00000152457	10	14897359	14954432	DCLRE1C	SNM1C
ENSG00000011465	12	91140484	91183217	DCN	DSPG2
ENSG00000011465	12	91140484	91183217	DCN	SLRR1B
ENSG00000272886	3	53283429	53347586	DCP1A	HSA275986
ENSG00000272886	3	53283429	53347586	DCP1A	SMAD4IP1
ENSG00000272886	3	53283429	53347586	DCP1A	SMIF
ENSG00000172795	5	112976702	113022195	DCP2	NUDT20
ENSG00000110063	11	126304060	126350005	DCPS	HINT-5
ENSG00000110063	11	126304060	126350005	DCPS	HINT5
ENSG00000110063	11	126304060	126350005	DCPS	HSL1
ENSG00000110063	11	126304060	126350005	DCPS	HSPC015
ENSG00000163357	1	155033824	155050930	DCST1	FLJ32785
ENSG00000163354	1	155018520	155033781	DCST2	FLJ32934
ENSG00000175203	12	57529633	57547224	DCTN2	DCTN-50
ENSG00000175203	12	57529633	57547224	DCTN2	RBP50
ENSG00000179958	16	30423615	30430030	DCTPP1	CDA03
ENSG00000179958	16	30423615	30430030	DCTPP1	MGC5627
ENSG00000179958	16	30423615	30430030	DCTPP1	RS21C6
ENSG00000179958	16	30423615	30430030	DCTPP1	XTP3TPA
ENSG00000188215	16	20854925	20900358	DCUN1D3	DKFZp686O0290
ENSG00000188215	16	20854925	20900358	DCUN1D3	FLJ41725
ENSG00000188215	16	20854925	20900358	DCUN1D3	MGC48972
ENSG00000188215	16	20854925	20900358	DCUN1D3	SCCRO3
ENSG00000109184	4	51843000	51916837	DCUN1D4	KIAA0276
ENSG00000137692	11	103050686	103092194	DCUN1D5	FLJ32431
ENSG00000137692	11	103050686	103092194	DCUN1D5	MGC2714
ENSG00000169738	17	82035136	82037709	DCXR	DCR
ENSG00000169738	17	82035136	82037709	DCXR	HCR2
ENSG00000169738	17	82035136	82037709	DCXR	KIDCR
ENSG00000169738	17	82035136	82037709	DCXR	P34H
ENSG00000169738	17	82035136	82037709	DCXR	SDR20C1
ENSG00000153904	1	85318481	85578363	DDAH1	DDAH
ENSG00000134574	11	47214465	47239217	DDB2	DDBB
ENSG00000134574	11	47214465	47239217	DDB2	FLJ34321
ENSG00000134574	11	47214465	47239217	DDB2	UV-DDB2
ENSG00000134574	11	47214465	47239217	DDB2	XPE
ENSG00000132437	7	50458436	50565405	DDC	AADC
ENSG00000085788	8	38225218	38275558	DDHD2	iPLA1ÃŽÂ³
ENSG00000085788	8	38225218	38275558	DDHD2	KIAA0725
ENSG00000085788	8	38225218	38275558	DDHD2	SAMWD1
ENSG00000085788	8	38225218	38275558	DDHD2	SPG54
ENSG00000165490	11	82899975	82958277	DDIAS	C11orf82
ENSG00000165490	11	82899975	82958277	DDIAS	FLJ25416
ENSG00000165490	11	82899975	82958277	DDIAS	FLJ38838
ENSG00000165490	11	82899975	82958277	DDIAS	noxin
ENSG00000175197	12	57516588	57521737	DDIT3	CHOP
ENSG00000175197	12	57516588	57521737	DDIT3	CHOP10
ENSG00000175197	12	57516588	57521737	DDIT3	GADD153
ENSG00000181418	12	48995149	48999375	DDN	KIAA0749
ENSG00000244038	1	20651767	20661544	DDOST	KIAA0115
ENSG00000244038	1	20651767	20661544	DDOST	OST
ENSG00000244038	1	20651767	20661544	DDOST	OST48
ENSG00000244038	1	20651767	20661544	DDOST	WBP1
ENSG00000204580	6	30876421	30900156	DDR1	CAK
ENSG00000204580	6	30876421	30900156	DDR1	CD167
ENSG00000204580	6	30876421	30900156	DDR1	EDDR1
ENSG00000204580	6	30876421	30900156	DDR1	NEP
ENSG00000204580	6	30876421	30900156	DDR1	NTRK4
ENSG00000204580	6	30876421	30900156	DDR1	PTK3A
ENSG00000204580	6	30876421	30900156	DDR1	RTK6
ENSG00000162733	1	162631373	162787405	DDR2	NTRKR3
ENSG00000162733	1	162631373	162787405	DDR2	TKT
ENSG00000162733	1	162631373	162787405	DDR2	TYRO10
ENSG00000079785	2	15591178	15634346	DDX1	DBP-RB
ENSG00000152670	5	55738017	55817157	DDX4	VASA
ENSG00000110367	11	118747763	118791164	DDX6	HLR2
ENSG00000110367	11	118747763	118791164	DDX6	RCK
ENSG00000110367	11	118747763	118791164	DDX6	Rck/p54
ENSG00000178105	11	108665058	108940999	DDX10	Dbp4
ENSG00000178105	11	108665058	108940999	DDX10	HRH-J8
ENSG00000013573	12	31073860	31104799	DDX11	CHL1
ENSG00000013573	12	31073860	31104799	DDX11	ChlR1
ENSG00000013573	12	31073860	31104799	DDX11	KRG-2
ENSG00000013573	12	31073860	31104799	DDX11	WABS
ENSG00000064703	1	111754832	111775602	DDX20	DP103
ENSG00000064703	1	111754832	111775602	DDX20	GEMIN3
ENSG00000165732	10	68956135	68985068	DDX21	GURDB
ENSG00000165732	10	68956135	68985068	DDX21	RH-II/GU
ENSG00000174243	12	48829756	48852842	DDX23	prp28
ENSG00000174243	12	48829756	48852842	DDX23	PRPF28
ENSG00000174243	12	48829756	48852842	DDX23	SNRNP100
ENSG00000174243	12	48829756	48852842	DDX23	U5-100KD
ENSG00000109832	11	125903348	125943702	DDX25	GRTH
ENSG00000125485	9	132592997	132670401	DDX31	FLJ13633
ENSG00000125485	9	132592997	132670401	DDX31	FLJ14578
ENSG00000125485	9	132592997	132670401	DDX31	FLJ23349
ENSG00000125485	9	132592997	132670401	DDX31	PPP1R25
ENSG00000198231	17	63773603	63819317	DDX42	RHELP
ENSG00000198231	17	63773603	63819317	DDX42	RNAHP
ENSG00000198231	17	63773603	63819317	DDX42	SF3b125
ENSG00000198231	17	63773603	63819317	DDX42	SF3B8
ENSG00000213782	12	12813316	12829981	DDX47	DKFZp564O176
ENSG00000213782	12	12813316	12829981	DDX47	FLJ30012
ENSG00000213782	12	12813316	12829981	DDX47	HQ0256
ENSG00000213782	12	12813316	12829981	DDX47	RRP3
ENSG00000278053	17	37609739	37643446	DDX52	ROK1
ENSG00000123064	12	113157173	113185479	DDX54	APR-5
ENSG00000123064	12	113157173	113185479	DDX54	DP97
ENSG00000123064	12	113157173	113185479	DDX54	MGC2835
ENSG00000111364	12	123602077	123620943	DDX55	KIAA1595
ENSG00000136271	7	44565804	44575051	DDX56	NOH61
ENSG00000137628	4	168216291	168318883	DDX60	FLJ20035
ENSG00000181381	4	168356735	168537786	DDX60L	FLJ31033
ENSG00000177030	11	644233	707118	DEAF1	NUDR
ENSG00000177030	11	644233	707118	DEAF1	SPN
ENSG00000177030	11	644233	707118	DEAF1	ZMYND5
ENSG00000104325	8	90001405	90053633	DECR1	DECR
ENSG00000104325	8	90001405	90053633	DECR1	SDR18C1
ENSG00000242612	16	401858	412487	DECR2	PDCR
ENSG00000242612	16	401858	412487	DECR2	SDR17C1
ENSG00000158796	1	161120974	161132688	DEDD	CASP8IP1
ENSG00000158796	1	161120974	161132688	DEDD	DEDD1
ENSG00000158796	1	161120974	161132688	DEDD	DEFT
ENSG00000158796	1	161120974	161132688	DEDD	FLDED1
ENSG00000158796	1	161120974	161132688	DEDD	KE05
ENSG00000023892	6	35297818	35321771	DEF6	IBP
ENSG00000023892	6	35297818	35321771	DEF6	SLAT
ENSG00000023892	6	35297818	35321771	DEF6	SWAP70L
ENSG00000140995	16	89948697	89968060	DEF8	FLJ20186
ENSG00000171711	8	7894677	7896716	DEFB4A	DEFB-2
ENSG00000171711	8	7894677	7896716	DEFB4A	DEFB102
ENSG00000171711	8	7894677	7896716	DEFB4A	DEFB2
ENSG00000171711	8	7894677	7896716	DEFB4A	DEFB4
ENSG00000171711	8	7894677	7896716	DEFB4A	HBD-2
ENSG00000171711	8	7894677	7896716	DEFB4A	SAP1
ENSG00000177257	8	7414855	7416863	DEFB4B	DEFB4P
ENSG00000176797	8	7881392	7882663	DEFB103A	DEFB-3
ENSG00000176797	8	7881392	7882663	DEFB103A	DEFB103
ENSG00000176797	8	7881392	7882663	DEFB103A	DEFB3
ENSG00000176797	8	7881392	7882663	DEFB103A	HBD-3
ENSG00000176797	8	7881392	7882663	DEFB103A	HBD3
ENSG00000176797	8	7881392	7882663	DEFB103A	HBP-3
ENSG00000176797	8	7881392	7882663	DEFB103A	HBP3
ENSG00000176782	8	7836436	7841242	DEFB104A	DEFB-4
ENSG00000176782	8	7836436	7841242	DEFB104A	DEFB104
ENSG00000176782	8	7836436	7841242	DEFB104A	DEFB4
ENSG00000186562	8	7821004	7823880	DEFB105A	DEFB-5
ENSG00000186562	8	7821004	7823880	DEFB105A	DEFB105
ENSG00000186579	8	7825139	7829053	DEFB106A	DEFB-6
ENSG00000186579	8	7825139	7829053	DEFB106A	DEFB106
ENSG00000186572	8	7811720	7815716	DEFB107A	DEFB-7
ENSG00000186572	8	7811720	7815716	DEFB107A	DEFB107
ENSG00000198129	8	7495911	7509311	DEFB107B	HsT21816
ENSG00000186146	4	9444414	9450666	DEFB131A	DEFB-31
ENSG00000186146	4	9444414	9450666	DEFB131A	DEFB131
ENSG00000143753	1	224175756	224193441	DEGS1	DEGS-1
ENSG00000143753	1	224175756	224193441	DEGS1	Des-1
ENSG00000143753	1	224175756	224193441	DEGS1	DES1
ENSG00000143753	1	224175756	224193441	DEGS1	FADS7
ENSG00000143753	1	224175756	224193441	DEGS1	MLD
ENSG00000168350	14	100143957	100159645	DEGS2	C14orf66
ENSG00000168350	14	100143957	100159645	DEGS2	DES2
ENSG00000168350	14	100143957	100159645	DEGS2	FADS8
ENSG00000119522	9	123379654	123930152	DENND1A	FAM31A
ENSG00000119522	9	123379654	123930152	DENND1A	FLJ21129
ENSG00000119522	9	123379654	123930152	DENND1A	KIAA1608
ENSG00000213047	1	197504748	197775696	DENND1B	C1orf218
ENSG00000213047	1	197504748	197775696	DENND1B	FAM31B
ENSG00000213047	1	197504748	197775696	DENND1B	FLJ20054
ENSG00000213047	1	197504748	197775696	DENND1B	MGC27044
ENSG00000166444	11	8693351	8910951	DENND2B	HTS1
ENSG00000166444	11	8693351	8910951	DENND2B	p126
ENSG00000166444	11	8693351	8910951	DENND2B	ST5
ENSG00000162777	1	111185969	111204535	DENND2D	FLJ22457
ENSG00000162777	1	111185969	111204535	DENND2D	RP5-1180E21.2
ENSG00000198837	1	153929501	153946718	DENND4B	KIAA0476
ENSG00000137145	9	19230435	19374281	DENND4C	bA513M16.3
ENSG00000137145	9	19230435	19374281	DENND4C	C9orf55
ENSG00000137145	9	19230435	19374281	DENND4C	C9orf55B
ENSG00000137145	9	19230435	19374281	DENND4C	FLJ20686
ENSG00000137145	9	19230435	19374281	DENND4C	RAB10GEF
ENSG00000184014	11	9138825	9265959	DENND5A	FLJ22354
ENSG00000184014	11	9138825	9265959	DENND5A	FLJ33829
ENSG00000184014	11	9138825	9265959	DENND5A	FLJ43455
ENSG00000184014	11	9138825	9265959	DENND5A	KIAA1091
ENSG00000184014	11	9138825	9265959	DENND5A	RAB6IP1
ENSG00000170456	12	31382226	31591136	DENND5B	MGC24039
ENSG00000174839	3	57625454	57693077	DENND6A	AFI1A
ENSG00000174839	3	57625454	57693077	DENND6A	FAM116A
ENSG00000174839	3	57625454	57693077	DENND6A	FLJ34969
ENSG00000166153	12	100203669	100267079	DEPDC4	DEP.4
ENSG00000166153	12	100203669	100267079	DEPDC4	FLJ33505
ENSG00000072849	17	5471254	5486811	DERL2	CGI-101
ENSG00000072849	17	5471254	5486811	DERL2	derlin-2
ENSG00000072849	17	5471254	5486811	DERL2	F-LAN-1
ENSG00000072849	17	5471254	5486811	DERL2	F-LANa
ENSG00000072849	17	5471254	5486811	DERL2	FLANa
ENSG00000175084	2	219418377	219426735	DES	CMD1I
ENSG00000175084	2	219418377	219426735	DES	CSM1
ENSG00000175084	2	219418377	219426735	DES	CSM2
ENSG00000121644	1	244653103	244709033	DESI2	C1orf121
ENSG00000121644	1	244653103	244709033	DESI2	CGI-146
ENSG00000121644	1	244653103	244709033	DESI2	DESI-2
ENSG00000121644	1	244653103	244709033	DESI2	FAM152A
ENSG00000121644	1	244653103	244709033	DESI2	FLJ21998
ENSG00000121644	1	244653103	244709033	DESI2	PNAS-4
ENSG00000121644	1	244653103	244709033	DESI2	PPPDE1
ENSG00000165325	11	93329971	93438487	DEUP1	CCDC67
ENSG00000165325	11	93329971	93438487	DEUP1	FLJ25393
ENSG00000160049	1	10456522	10472529	DFFA	DFF-45
ENSG00000160049	1	10456522	10472529	DFFA	DFF1
ENSG00000160049	1	10456522	10472529	DFFA	DFF45
ENSG00000160049	1	10456522	10472529	DFFA	ICAD
ENSG00000169598	1	3857267	3885429	DFFB	CAD
ENSG00000169598	1	3857267	3885429	DFFB	CPAN
ENSG00000169598	1	3857267	3885429	DFFB	DFF-40
ENSG00000169598	1	3857267	3885429	DFFB	DFF40
ENSG00000065357	12	55927319	55954027	DGKA	DAGK
ENSG00000065357	12	55927319	55954027	DGKA	DAGK1
ENSG00000065357	12	55927319	55954027	DGKA	DGK-alpha
ENSG00000136267	7	14145049	14974777	DGKB	DAGK2
ENSG00000136267	7	14145049	14974777	DGKB	DGK
ENSG00000136267	7	14145049	14974777	DGKB	DGK-BETA
ENSG00000136267	7	14145049	14974777	DGKB	KIAA0718
ENSG00000077044	2	233354494	233472104	DGKD	DGKdelta
ENSG00000077044	2	233354494	233472104	DGKD	KIAA0145
ENSG00000153933	17	56834107	56869567	DGKE	DAGK6
ENSG00000153933	17	56834107	56869567	DGKE	DGK
ENSG00000157680	7	137381037	137847092	DGKI	DGK-IOTA
ENSG00000145214	4	958887	986895	DGKQ	DAGK
ENSG00000145214	4	958887	986895	DGKQ	DAGK4
ENSG00000145214	4	958887	986895	DGKQ	DAGK7
ENSG00000149091	11	46332905	46380554	DGKZ	DAGK5
ENSG00000149091	11	46332905	46380554	DGKZ	DAGK6
ENSG00000149091	11	46332905	46380554	DGKZ	DGK-ZETA
ENSG00000149091	11	46332905	46380554	DGKZ	hDGKzeta
ENSG00000114956	2	73926826	73958961	DGUOK	dGK
ENSG00000172893	11	71428193	71452868	DHCR7	SLOS
ENSG00000117682	1	26432282	26471306	DHDDS	DS
ENSG00000117682	1	26432282	26471306	DHDDS	FLJ13102
ENSG00000117682	1	26432282	26471306	DHDDS	hCIT
ENSG00000117682	1	26432282	26471306	DHDDS	HDS
ENSG00000117682	1	26432282	26471306	DHDDS	RP59
ENSG00000178700	3	94047836	94063389	DHFR2	DHFRL1
ENSG00000178700	3	94047836	94063389	DHFR2	DHFRP4
ENSG00000178700	3	94047836	94063389	DHFR2	FLJ16119
ENSG00000139549	12	49086656	49094801	DHH	HHG-3
ENSG00000139549	12	49086656	49094801	DHH	MGC35145
ENSG00000095059	19	12675717	12681880	DHPS	MIG13
ENSG00000162496	1	12567910	12618210	DHRS3	RDH17
ENSG00000162496	1	12567910	12618210	DHRS3	retSDR1
ENSG00000162496	1	12567910	12618210	DHRS3	Rsdr1
ENSG00000162496	1	12567910	12618210	DHRS3	SDR1
ENSG00000162496	1	12567910	12618210	DHRS3	SDR16C1
ENSG00000109016	17	21123364	21193265	DHRS7B	CGI-93
ENSG00000109016	17	21123364	21193265	DHRS7B	DKFZp566O084
ENSG00000109016	17	21123364	21193265	DHRS7B	MGC8916
ENSG00000109016	17	21123364	21193265	DHRS7B	SDR32C1
ENSG00000184544	17	9771434	9791592	DHRS7C	SDR32C2
ENSG00000073737	2	169064789	169096167	DHRS9	3alpha-HSD
ENSG00000073737	2	169064789	169096167	DHRS9	RDH15
ENSG00000073737	2	169064789	169096167	DHRS9	RDHL
ENSG00000073737	2	169064789	169096167	DHRS9	RETSDR8
ENSG00000073737	2	169064789	169096167	DHRS9	SDR9C4
ENSG00000278535	17	36591879	36600804	DHRS11	MGC4172
ENSG00000278535	17	36591879	36600804	DHRS11	SDR24C1
ENSG00000167536	17	28897781	28903079	DHRS13	MGC23280
ENSG00000167536	17	28897781	28903079	DHRS13	SDR7C5
ENSG00000067596	17	43483865	43610338	DHX8	DDX8
ENSG00000067596	17	43483865	43610338	DHX8	Dhr2
ENSG00000067596	17	43483865	43610338	DHX8	HRH1
ENSG00000067596	17	43483865	43610338	DHX8	PRP22
ENSG00000067596	17	43483865	43610338	DHX8	PRPF22
ENSG00000135829	1	182839347	182887982	DHX9	DDX9
ENSG00000135829	1	182839347	182887982	DHX9	LKP
ENSG00000135829	1	182839347	182887982	DHX9	RHA
ENSG00000067248	5	55256055	55307694	DHX29	DDX29
ENSG00000132153	3	47802909	47850195	DHX30	DDX30
ENSG00000132153	3	47802909	47850195	DHX30	FLJ11214
ENSG00000132153	3	47802909	47850195	DHX30	KIAA0890
ENSG00000005100	17	5440917	5468982	DHX33	DDX33
ENSG00000005100	17	5440917	5468982	DHX33	DKFZp762F2011
ENSG00000005100	17	5440917	5468982	DHX33	FLJ21972
ENSG00000134815	19	47349315	47382704	DHX34	DDX34
ENSG00000134815	19	47349315	47382704	DHX34	KIAA0134
ENSG00000150990	12	124946825	124989131	DHX37	DDX37
ENSG00000150990	12	124946825	124989131	DHX37	Dhr1
ENSG00000150990	12	124946825	124989131	DHX37	KIAA1517
ENSG00000150990	12	124946825	124989131	DHX37	MGC2695
ENSG00000150990	12	124946825	124989131	DHX37	MGC4322
ENSG00000140829	16	72093613	72112912	DHX38	DDX38
ENSG00000140829	16	72093613	72112912	DHX38	hPrp16
ENSG00000140829	16	72093613	72112912	DHX38	KIAA0224
ENSG00000140829	16	72093613	72112912	DHX38	PRP16
ENSG00000140829	16	72093613	72112912	DHX38	PRPF16
ENSG00000108406	17	59565558	59608345	DHX40	ARG147
ENSG00000108406	17	59565558	59608345	DHX40	DDX40
ENSG00000108406	17	59565558	59608345	DHX40	FLJ22060
ENSG00000108406	17	59565558	59608345	DHX40	PAD
ENSG00000163214	2	38797729	38875934	DHX57	DDX57
ENSG00000108771	17	42101404	42112714	DHX58	D11LGP2
ENSG00000108771	17	42101404	42112714	DHX58	LGP2
ENSG00000184047	12	122207663	122227456	DIABLO	DFNA64
ENSG00000184047	12	122207663	122227456	DIABLO	DIABLO-S
ENSG00000184047	12	122207663	122227456	DIABLO	FLJ10537
ENSG00000184047	12	122207663	122227456	DIABLO	FLJ25049
ENSG00000184047	12	122207663	122227456	DIABLO	SMAC
ENSG00000131504	5	141515016	141619055	DIAPH1	DFNA1
ENSG00000131504	5	141515016	141619055	DIAPH1	hDIA1
ENSG00000131504	5	141515016	141619055	DIAPH1	LFHL1
ENSG00000131504	5	141515016	141619055	DIAPH1	mDia1
ENSG00000100697	14	95086228	95158010	DICER1	Dicer
ENSG00000100697	14	95086228	95158010	DICER1	HERNA
ENSG00000100697	14	95086228	95158010	DICER1	K12H4.8-LIKE
ENSG00000100697	14	95086228	95158010	DICER1	KIAA0928
ENSG00000100697	14	95086228	95158010	DICER1	MNG1
ENSG00000086189	5	62347284	62403943	DIMT1	DIMT1L
ENSG00000086189	5	62347284	62403943	DIMT1	HSA9761
ENSG00000211452	1	53891239	53911086	DIO1	TXDI1
ENSG00000197406	14	101560139	101563452	DIO3	TXDI3
ENSG00000154511	1	92832737	92961522	DIPK1A	FAM69A
ENSG00000154511	1	92832737	92961522	DIPK1A	FLJ23493
ENSG00000165023	9	90609832	90642862	DIRAS2	Di-Ras2
ENSG00000165023	9	90609832	90642862	DIRAS2	DKFZp761C07121
ENSG00000162595	1	68045886	68051717	DIRAS3	ARHI
ENSG00000162595	1	68045886	68051717	DIRAS3	NOEY2
ENSG00000166938	15	66293217	66333898	DIS3L	DIS3L1
ENSG00000166938	15	66293217	66333898	DIS3L	FLJ38088
ENSG00000166938	15	66293217	66333898	DIS3L	KIAA1955
ENSG00000166938	15	66293217	66333898	DIS3L	MGC4562
ENSG00000144535	2	231961245	232344350	DIS3L2	FAM6A
ENSG00000144535	2	231961245	232344350	DIS3L2	FLJ36974
ENSG00000144535	2	231961245	232344350	DIS3L2	MGC42174
ENSG00000154309	1	222815022	223005995	DISP1	DISPA
ENSG00000154309	1	222815022	223005995	DISP1	DKFZP434I0428
ENSG00000154309	1	222815022	223005995	DISP1	MGC13130
ENSG00000154309	1	222815022	223005995	DISP1	MGC16796
ENSG00000140323	15	40358219	40378621	DISP2	C15orf36
ENSG00000140323	15	40358219	40378621	DISP2	DISPB
ENSG00000140323	15	40358219	40378621	DISP2	HsT16908
ENSG00000140323	15	40358219	40378621	DISP2	KIAA1742
ENSG00000140323	15	40358219	40378621	DISP2	LINC00594
ENSG00000050165	11	11956207	12009769	DKK3	CRRL
ENSG00000050165	11	11956207	12009769	DKK3	REIC
ENSG00000050165	11	11956207	12009769	DKK3	RIG
ENSG00000150768	11	112025408	112064404	DLAT	DLTA
ENSG00000150768	11	112025408	112064404	DLAT	E2
ENSG00000150768	11	112025408	112064404	DLAT	PDC-E2
ENSG00000091140	7	107891162	107931730	DLD	DLDH
ENSG00000091140	7	107891162	107931730	DLD	E3
ENSG00000091140	7	107891162	107931730	DLD	GCSL
ENSG00000091140	7	107891162	107931730	DLD	LAD
ENSG00000091140	7	107891162	107931730	DLD	OGDC-E3
ENSG00000075711	3	197042560	197299330	DLG1	dJ1061C18.1.1
ENSG00000075711	3	197042560	197299330	DLG1	DLGH1
ENSG00000075711	3	197042560	197299330	DLG1	hdlg
ENSG00000075711	3	197042560	197299330	DLG1	SAP-97
ENSG00000075711	3	197042560	197299330	DLG1	SAP97
ENSG00000150672	11	83455012	85628335	DLG2	chapsyn-110
ENSG00000150672	11	83455012	85628335	DLG2	PPP1R58
ENSG00000150672	11	83455012	85628335	DLG2	PSD-93
ENSG00000150672	11	83455012	85628335	DLG2	PSD93
ENSG00000082458	X	70444835	70505490	DLG3	KIAA1232
ENSG00000082458	X	70444835	70505490	DLG3	MRX90
ENSG00000082458	X	70444835	70505490	DLG3	NE-Dlg
ENSG00000082458	X	70444835	70505490	DLG3	NEDLG
ENSG00000082458	X	70444835	70505490	DLG3	PPP1R82
ENSG00000082458	X	70444835	70505490	DLG3	SAP-102
ENSG00000082458	X	70444835	70505490	DLG3	SAP102
ENSG00000132535	17	7187187	7219841	DLG4	PSD-95
ENSG00000132535	17	7187187	7219841	DLG4	PSD95
ENSG00000132535	17	7187187	7219841	DLG4	SAP-90
ENSG00000132535	17	7187187	7219841	DLG4	SAP90
ENSG00000151208	10	77790791	77926755	DLG5	KIAA0583
ENSG00000151208	10	77790791	77926755	DLG5	P-dlg
ENSG00000108813	17	49968970	49974959	DLX4	BP1
ENSG00000108813	17	49968970	49974959	DLX4	DLX7
ENSG00000108813	17	49968970	49974959	DLX4	DLX8
ENSG00000108813	17	49968970	49974959	DLX4	DLX9
ENSG00000197587	1	46489836	46516216	DMBX1	OTX3
ENSG00000197587	1	46489836	46516216	DMBX1	PAXB
ENSG00000198947	X	31097677	33339609	DMD	BMD
ENSG00000198947	X	31097677	33339609	DMD	DXS142
ENSG00000198947	X	31097677	33339609	DMD	DXS164
ENSG00000198947	X	31097677	33339609	DMD	DXS206
ENSG00000198947	X	31097677	33339609	DMD	DXS230
ENSG00000198947	X	31097677	33339609	DMD	DXS239
ENSG00000198947	X	31097677	33339609	DMD	DXS268
ENSG00000198947	X	31097677	33339609	DMD	DXS269
ENSG00000198947	X	31097677	33339609	DMD	DXS270
ENSG00000198947	X	31097677	33339609	DMD	DXS272
ENSG00000198947	X	31097677	33339609	DMD	MRX85
ENSG00000104936	19	45769709	45782552	DMPK	DM
ENSG00000104936	19	45769709	45782552	DMPK	DM1
ENSG00000104936	19	45769709	45782552	DMPK	DM1PK
ENSG00000104936	19	45769709	45782552	DMPK	DMK
ENSG00000104936	19	45769709	45782552	DMPK	MDPK
ENSG00000104936	19	45769709	45782552	DMPK	MT-PK
ENSG00000135164	7	87152409	87196337	DMTF1	DMP1
ENSG00000135164	7	87152409	87196337	DMTF1	DMTF
ENSG00000135164	7	87152409	87196337	DMTF1	hDMP1
ENSG00000135164	7	87152409	87196337	DMTF1	MRUL
ENSG00000158856	8	22048995	22082527	DMTN	DMT
ENSG00000158856	8	22048995	22082527	DMTN	EPB49
ENSG00000165506	14	49625174	49635244	DNAAF2	C14orf104
ENSG00000165506	14	49625174	49635244	DNAAF2	CILD10
ENSG00000165506	14	49625174	49635244	DNAAF2	FLJ10563
ENSG00000165506	14	49625174	49635244	DNAAF2	KTU
ENSG00000165506	14	49625174	49635244	DNAAF2	PF13
ENSG00000164818	7	726699	786475	DNAAF5	CILD18
ENSG00000164818	7	726699	786475	DNAAF5	FLJ20397
ENSG00000164818	7	726699	786475	DNAAF5	FLJ25564
ENSG00000164818	7	726699	786475	DNAAF5	FLJ31671
ENSG00000164818	7	726699	786475	DNAAF5	FLJ39381
ENSG00000164818	7	726699	786475	DNAAF5	HEATR2
ENSG00000114841	3	52316319	52400492	DNAH1	DNAHC1
ENSG00000114841	3	52316319	52400492	DNAH1	HDHC7
ENSG00000114841	3	52316319	52400492	DNAH1	HL-11
ENSG00000114841	3	52316319	52400492	DNAH1	HL11
ENSG00000114841	3	52316319	52400492	DNAH1	XLHSRF-1
ENSG00000183914	17	7717744	7833742	DNAH2	DNHD3
ENSG00000183914	17	7717744	7833742	DNAH2	FLJ46675
ENSG00000183914	17	7717744	7833742	DNAH2	KIAA1503
ENSG00000158486	16	20933111	21159441	DNAH3	DKFZp434N074
ENSG00000158486	16	20933111	21159441	DNAH3	DLP3
ENSG00000158486	16	20933111	21159441	DNAH3	Dnahc3b
ENSG00000158486	16	20933111	21159441	DNAH3	Hsadhc3
ENSG00000039139	5	13690328	14011818	DNAH5	CILD3
ENSG00000039139	5	13690328	14011818	DNAH5	Dnahc5
ENSG00000039139	5	13690328	14011818	DNAH5	HL1
ENSG00000039139	5	13690328	14011818	DNAH5	KTGNR
ENSG00000039139	5	13690328	14011818	DNAH5	PCD
ENSG00000197653	12	123762188	123935720	DNAH10	FLJ43808
ENSG00000105877	7	21543039	21901839	DNAH11	CILD7
ENSG00000105877	7	21543039	21901839	DNAH11	DNAHBL
ENSG00000105877	7	21543039	21901839	DNAH11	Dnahc11
ENSG00000105877	7	21543039	21901839	DNAH11	DNHBL
ENSG00000105877	7	21543039	21901839	DNAH11	DPL11
ENSG00000174844	3	57293699	57544344	DNAH12	DHC3
ENSG00000174844	3	57293699	57544344	DNAH12	DLP12
ENSG00000174844	3	57293699	57544344	DNAH12	DNAH12L
ENSG00000174844	3	57293699	57544344	DNAH12	DNAH7L
ENSG00000174844	3	57293699	57544344	DNAH12	Dnahc3
ENSG00000174844	3	57293699	57544344	DNAH12	DNHD2
ENSG00000174844	3	57293699	57544344	DNAH12	FLJ40427
ENSG00000174844	3	57293699	57544344	DNAH12	FLJ44290
ENSG00000174844	3	57293699	57544344	DNAH12	hdhc3
ENSG00000174844	3	57293699	57544344	DNAH12	HL-19
ENSG00000185842	1	224896262	225399292	DNAH14	C1orf67
ENSG00000185842	1	224896262	225399292	DNAH14	DKFZp781B1548
ENSG00000185842	1	224896262	225399292	DNAH14	Dnahc14
ENSG00000185842	1	224896262	225399292	DNAH14	HL-18
ENSG00000185842	1	224896262	225399292	DNAH14	HL18
ENSG00000185842	1	224896262	225399292	DNAH14	MGC27277
ENSG00000171595	17	74274234	74314884	DNAI2	CILD9
ENSG00000171595	17	74274234	74314884	DNAI2	DIC2
